metric,value
n_nominal,10.0
hhi_weights,0.10476190476190478
n_eff_weights,9.545454545454543
hhi_risk,0.15206955021232035
n_eff_risk,6.575938434774052
sum_weights,1.0
sum_prc,0.9999999999999996
