asset_class,capital_weight,risk_share,rc,capital_pct,risk_pct
equity,0.6,0.9765231559604329,0.011067913741880849,60.0,97.6523155960433
fixed_income,0.4,0.023476844039567114,0.0002660865573699172,40.0,2.3476844039567113
